trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T2815,2025-02-23,D023,Trujillo,Cusco,-8.0938,-79.10909,-13.43702,-71.95073,981.81,11.4,0.53,647,48.8,20.95,324.1
T2816,2025-02-23,D017,Chiclayo,Tacna,-6.76686,-79.90337,-18.05824,-70.29466,1631.27,8.9,0.43,0,61.2,33.6,374.6
T2817,2025-02-23,D013,Ica,Arequipa,-14.04583,-75.76397,-16.36789,-71.52856,522.65,1.0,0.19,507,54.2,10.0,154.6
T2818,2025-02-23,D031,Arequipa,Chiclayo,-16.49869,-71.53372,-6.75127,-79.90533,1415.55,7.3,0.49,140,72.2,22.77,366.1
T2819,2025-02-23,D020,Puno,Trujillo,-15.86237,-70.06107,-8.09406,-79.07373,1305.93,3.3,0.53,835,46.6,34.89,347.0
T2820,2025-02-23,D033,Trujillo,Ica,-8.07942,-78.99655,-14.12128,-75.63595,765.29,25.2,0.07,263,60.8,15.68,274.2
T2821,2025-02-23,D034,Ica,Cusco,-14.06965,-75.75253,-13.5701,-71.89706,419.98,11.8,0.21,268,52.5,10.11,124.7
T2822,2025-02-23,D024,Trujillo,Arequipa,-8.13699,-78.94862,-16.45838,-71.47762,1230.29,8.8,0.05,545,69.8,19.13,370.6
T2823,2025-02-23,D007,Tacna,Cusco,-17.94824,-70.23108,-13.59535,-71.94566,517.61,14.8,0.5,0,41.7,15.75,204.9
T2824,2025-02-23,D007,Arequipa,Tacna,-16.47232,-71.60463,-17.8882,-70.35197,206.14,14.2,0.58,472,41.1,6.21,80.4
T2825,2025-02-23,D016,Ica,Trujillo,-14.00953,-75.67458,-8.12421,-78.99581,747.99,1.0,0.85,331,54.8,12.94,250.4
T2826,2025-02-23,D016,Cusco,Puno,-13.55863,-71.86581,-15.87337,-69.98408,327.41,10.8,0.41,0,60.1,6.25,104.8
T2827,2025-02-23,D024,Chiclayo,Trujillo,-6.721,-79.83953,-8.08203,-79.05707,174.21,8.9,0.94,105,23.5,9.18,95.3
T2828,2025-02-23,D005,Trujillo,Chiclayo,-7.96957,-78.96689,-6.84842,-79.8309,156.9,1.3,0.76,296,30.1,6.44,54.4
T2829,2025-02-23,D003,Ica,Arequipa,-14.06536,-75.63532,-16.45815,-71.62669,505.64,23.1,0.8,283,42.0,11.29,199.8
T2830,2025-02-23,D026,Arequipa,Chiclayo,-16.37903,-71.56003,-6.80176,-79.8289,1393.99,13.0,0.5,1078,37.9,37.82,418.1
T2831,2025-02-23,D017,Ica,Lima,-14.10387,-75.69853,-12.0488,-77.04052,270.82,4.5,0.13,456,74.5,4.66,88.0
T2832,2025-02-23,D001,Trujillo,Lima,-8.18778,-79.00816,-12.04961,-76.99027,482.88,3.7,0.66,557,55.5,9.35,135.0
T2833,2025-02-23,D033,Cusco,Arequipa,-13.43342,-72.00809,-16.45208,-71.60888,338.39,23.1,0.29,251,51.5,6.73,117.7
T2834,2025-02-23,D013,Arequipa,Chiclayo,-16.43976,-71.53099,-6.68243,-79.75558,1406.3,1.0,0.85,173,45.9,32.24,379.4
T2835,2025-02-23,D034,Arequipa,Lima,-16.41107,-71.50632,-12.09724,-76.993,761.26,1.0,0.55,863,45.4,19.55,166.8
T2836,2025-02-23,D005,Lima,Arequipa,-12.01489,-77.06407,-16.40006,-71.44812,777.17,9.3,0.61,204,53.3,14.22,244.0
T2837,2025-02-23,D009,Arequipa,Puno,-16.33515,-71.60303,-15.82402,-69.94619,185.92,12.7,0.15,225,72.4,2.4,62.6
T2838,2025-02-23,D031,Puno,Tacna,-15.78611,-70.00549,-18.09544,-70.29698,258.65,19.6,0.74,513,51.1,5.78,131.1
T2839,2025-02-23,D037,Cusco,Trujillo,-13.47256,-72.01626,-8.13866,-78.96535,963.0,13.3,0.17,237,71.1,13.19,225.4
T2840,2025-02-23,D007,Lima,Tacna,-12.08295,-77.11705,-17.99279,-70.23116,988.94,8.4,0.43,248,40.7,25.12,239.8
T2841,2025-02-23,D018,Trujillo,Lima,-8.19172,-79.00565,-12.05908,-77.01107,482.26,2.8,0.62,111,46.8,12.6,120.7
T2842,2025-02-23,D006,Puno,Ica,-15.89405,-70.02652,-14.01622,-75.80669,655.07,1.0,0.56,270,62.9,11.83,175.4
T2843,2025-02-23,D023,Lima,Chiclayo,-12.20984,-77.00039,-6.91559,-79.7962,663.68,16.8,0.47,0,68.1,12.59,220.6
T2844,2025-02-23,D018,Cusco,Puno,-13.48879,-71.9673,-15.86914,-70.0628,334.69,21.9,0.68,398,54.5,7.44,129.1
T2845,2025-02-23,D031,Trujillo,Arequipa,-8.09292,-79.12148,-16.32849,-71.4861,1235.23,3.3,0.53,490,54.5,22.76,308.1
T2846,2025-02-23,D038,Cusco,Trujillo,-13.45443,-71.92365,-8.0935,-79.04528,979.8,17.6,0.47,149,39.9,27.38,296.9
T2847,2025-02-23,D019,Tacna,Cusco,-18.07159,-70.17976,-13.50813,-72.06187,545.91,4.7,0.72,0,34.1,15.43,173.0
T2848,2025-02-23,D009,Ica,Puno,-14.08889,-75.71066,-15.84161,-69.9796,645.72,15.5,0.45,189,51.2,14.76,209.1
T2849,2025-02-23,D021,Cusco,Arequipa,-13.47809,-72.00908,-16.41543,-71.54167,330.45,24.3,0.07,0,67.2,5.92,119.3
T2850,2025-02-23,D021,Trujillo,Arequipa,-8.15056,-78.93722,-16.34414,-71.50725,1216.8,12.0,0.61,384,48.0,29.69,303.2
T2851,2025-02-23,D010,Puno,Tacna,-15.80258,-70.03343,-17.94597,-70.23026,239.25,16.2,0.59,162,53.2,5.74,107.3
T2852,2025-02-23,D037,Chiclayo,Trujillo,-6.80928,-79.89425,-8.10705,-79.06289,170.95,10.1,0.36,126,60.9,3.46,66.5
T2853,2025-02-23,D024,Arequipa,Ica,-16.39729,-71.34339,-14.04337,-75.8129,546.29,14.6,0.42,874,65.8,9.03,169.6
T2854,2025-02-23,D037,Cusco,Puno,-13.52187,-71.94879,-15.83935,-70.06101,328.07,21.7,0.66,293,38.9,10.5,162.9
T2855,2025-02-23,D020,Ica,Chiclayo,-14.09284,-75.76804,-6.80056,-79.83881,924.86,9.6,0.53,291,55.9,20.69,287.8
T2856,2025-02-23,D007,Lima,Cusco,-11.9427,-77.11861,-13.53031,-71.8906,593.84,8.6,0.71,352,51.5,12.4,182.6
T2857,2025-02-23,D010,Trujillo,Tacna,-8.08322,-78.99134,-18.01632,-70.26287,1453.0,14.3,0.59,0,52.6,26.26,330.5
T2858,2025-02-23,D011,Cusco,Arequipa,-13.51589,-72.09991,-16.48219,-71.55848,334.92,8.9,0.55,328,49.6,7.71,106.5
T2859,2025-02-24,D023,Cusco,Chiclayo,-13.51986,-71.90724,-6.79858,-79.78615,1140.73,5.4,0.95,215,44.4,32.71,305.7
T2860,2025-02-24,D030,Chiclayo,Puno,-6.70672,-79.85585,-15.87673,-69.98527,1481.64,12.2,0.43,298,50.8,28.83,384.0
T2861,2025-02-24,D018,Tacna,Chiclayo,-17.9482,-70.29586,-6.85187,-79.7273,1602.39,17.7,0.49,232,61.6,27.54,478.1
T2862,2025-02-24,D038,Lima,Trujillo,-12.10284,-76.99382,-8.16235,-79.01697,490.93,18.8,0.53,123,48.7,12.49,177.7
T2863,2025-02-24,D017,Lima,Tacna,-12.12455,-77.02825,-18.0658,-70.24299,983.09,11.7,0.43,80,46.8,26.14,285.1
T2864,2025-02-24,D001,Ica,Trujillo,-14.00494,-75.65778,-8.11477,-78.97358,748.18,16.8,0.85,309,56.0,12.19,202.5
T2865,2025-02-24,D024,Chiclayo,Tacna,-6.81922,-79.86108,-18.01229,-70.24246,1623.58,14.2,0.26,0,43.3,43.93,397.7
T2866,2025-02-24,D035,Arequipa,Puno,-16.40812,-71.58672,-15.85901,-70.02427,177.71,21.2,0.77,412,50.3,4.09,113.9
T2867,2025-02-24,D012,Ica,Lima,-14.10604,-75.76386,-12.00451,-77.01856,270.32,15.1,0.33,183,60.7,4.27,85.1
T2868,2025-02-24,D009,Trujillo,Cusco,-8.13905,-78.93605,-13.51614,-71.87486,975.56,14.4,0.53,124,66.0,16.01,215.8
T2869,2025-02-24,D018,Ica,Lima,-14.04867,-75.70515,-12.11056,-76.9862,256.31,16.0,0.61,373,46.7,6.2,99.9
T2870,2025-02-24,D021,Cusco,Chiclayo,-13.50525,-72.09056,-6.7777,-79.84361,1130.86,15.8,0.42,693,55.6,22.0,240.3
T2871,2025-02-24,D029,Tacna,Chiclayo,-18.04969,-70.17959,-6.76742,-79.88613,1637.3,13.6,0.22,327,52.5,34.15,415.3
T2872,2025-02-24,D006,Cusco,Chiclayo,-13.56208,-71.92843,-6.70971,-79.78605,1148.62,23.5,0.05,408,75.2,14.18,338.6
T2873,2025-02-24,D031,Chiclayo,Puno,-6.76588,-79.91312,-15.8623,-69.98917,1480.22,23.0,0.46,56,44.4,32.12,369.5
T2874,2025-02-24,D037,Arequipa,Chiclayo,-16.42861,-71.53629,-6.80622,-79.81961,1398.77,16.8,0.06,126,64.0,23.51,374.4
T2875,2025-02-24,D009,Puno,Lima,-15.82054,-69.9179,-12.04073,-77.02988,874.92,3.7,0.7,107,57.6,19.06,207.7
T2876,2025-02-24,D029,Arequipa,Tacna,-16.51736,-71.5565,-17.99981,-70.20472,218.58,7.6,0.5,754,66.2,3.52,72.5
T2877,2025-02-24,D009,Tacna,Trujillo,-17.99906,-70.29019,-8.10518,-79.0094,1449.04,13.2,0.52,330,62.3,27.69,370.7
T2878,2025-02-24,D011,Tacna,Trujillo,-17.9863,-70.25895,-8.06924,-79.08325,1458.47,20.6,0.88,199,36.6,42.85,491.5
T2879,2025-02-24,D024,Puno,Trujillo,-15.84698,-69.99739,-8.19718,-79.06917,1302.01,17.0,0.19,402,42.4,28.57,414.0
T2880,2025-02-24,D023,Lima,Arequipa,-12.02782,-77.10871,-16.348,-71.5502,767.87,5.6,0.46,415,72.6,9.56,187.3
T2881,2025-02-24,D025,Lima,Trujillo,-12.10723,-77.15472,-8.07448,-79.00536,492.05,35.0,0.82,500,33.1,14.11,190.9
T2882,2025-02-24,D003,Cusco,Puno,-13.5679,-71.95273,-15.76496,-70.02459,320.46,15.3,0.42,268,55.5,5.37,113.1
T2883,2025-02-24,D013,Chiclayo,Arequipa,-6.77578,-79.90366,-16.35763,-71.50348,1403.68,4.8,1.0,0,32.6,51.12,414.3
T2884,2025-02-24,D016,Puno,Lima,-15.83732,-70.02691,-12.05468,-77.00829,862.7,3.2,0.75,336,38.0,23.78,232.5
T2885,2025-02-24,D024,Cusco,Lima,-13.52026,-72.09408,-12.038,-77.15719,573.23,12.9,0.22,533,64.8,11.14,170.9
T2886,2025-02-24,D039,Tacna,Trujillo,-18.05168,-70.21624,-8.21923,-79.04168,1451.19,16.1,0.54,678,74.3,21.67,363.9
T2887,2025-02-24,D030,Tacna,Puno,-17.95397,-70.30931,-15.85186,-70.07261,235.1,15.1,0.15,374,61.4,4.83,89.0
T2888,2025-02-24,D013,Lima,Ica,-12.04981,-77.04181,-14.05739,-75.7301,264.61,21.9,1.0,556,24.3,12.9,136.8
T2889,2025-02-24,D004,Arequipa,Lima,-16.40125,-71.57641,-11.9911,-77.0638,768.23,8.7,0.55,0,36.6,20.17,218.6
T2890,2025-02-24,D033,Ica,Tacna,-14.00606,-75.57895,-18.04254,-70.22771,726.88,17.7,0.22,355,68.7,11.48,207.8
T2891,2025-02-24,D038,Ica,Puno,-14.05991,-75.67379,-15.78611,-70.05014,633.94,30.2,0.54,263,56.4,10.45,192.3
T2892,2025-02-24,D033,Tacna,Chiclayo,-18.05875,-70.16421,-6.79234,-79.9258,1639.75,6.8,0.53,29,54.2,33.35,407.2
T2893,2025-02-24,D038,Chiclayo,Lima,-6.7281,-79.78377,-11.97256,-77.0222,657.12,10.7,0.42,489,36.2,18.36,210.1
T2894,2025-02-24,D023,Lima,Tacna,-12.02859,-77.09841,-18.02092,-70.23466,993.32,18.4,0.13,0,65.3,19.12,282.2
T2895,2025-02-24,D008,Chiclayo,Tacna,-6.7882,-79.93328,-17.97702,-70.3203,1622.91,1.4,0.1,291,55.1,35.56,404.1
T2896,2025-02-24,D021,Ica,Cusco,-14.09638,-75.71242,-13.52004,-71.99584,406.4,18.2,0.49,371,40.2,9.81,167.2
T2897,2025-02-24,D008,Puno,Arequipa,-15.88399,-70.1249,-16.44115,-71.56316,165.63,14.7,0.9,618,49.8,4.05,98.4
T2898,2025-02-24,D009,Trujillo,Ica,-8.14855,-78.90561,-14.02963,-75.75101,738.93,12.0,0.18,821,62.6,12.41,201.1
T2899,2025-02-24,D019,Arequipa,Ica,-16.35335,-71.47796,-14.0939,-75.80387,527.74,17.6,0.58,277,51.0,11.64,161.2
T2900,2025-02-24,D016,Chiclayo,Tacna,-6.73858,-79.86703,-18.02586,-70.26674,1630.42,1.0,0.5,185,54.3,33.01,525.6
T2901,2025-02-24,D031,Lima,Ica,-12.02381,-76.99024,-14.03058,-75.7087,262.8,13.6,0.78,271,49.4,5.38,118.4
T2902,2025-02-24,D026,Arequipa,Chiclayo,-16.36308,-71.4787,-6.80446,-79.82712,1398.02,20.9,0.3,715,59.0,22.29,394.0
T2903,2025-02-24,D003,Puno,Arequipa,-15.86757,-70.04681,-16.38671,-71.52284,167.9,13.9,0.16,44,58.7,3.7,68.1
T2904,2025-02-24,D029,Cusco,Puno,-13.46139,-71.91966,-15.80832,-70.0033,332.57,1.4,0.54,139,54.8,6.2,100.8
T2905,2025-02-24,D038,Arequipa,Lima,-16.36249,-71.47809,-12.05581,-77.09672,771.96,11.6,0.65,373,61.6,12.14,219.1
T2906,2025-02-24,D035,Ica,Arequipa,-14.0859,-75.72306,-16.43301,-71.59335,514.13,10.6,0.29,295,46.9,12.04,152.8
T2907,2025-02-24,D019,Puno,Trujillo,-15.79038,-69.99328,-8.02292,-79.01152,1306.52,15.2,0.64,494,43.6,31.76,389.7
T2908,2025-02-24,D020,Chiclayo,Cusco,-6.69712,-79.81625,-13.56397,-71.97621,1148.26,5.7,0.49,0,51.8,24.95,333.9
T2909,2025-02-24,D004,Cusco,Trujillo,-13.68158,-72.02072,-8.12906,-79.07991,987.29,16.5,0.59,119,43.7,29.05,288.9
T2910,2025-02-24,D037,Chiclayo,Puno,-6.72413,-79.79001,-15.84754,-70.13085,1461.45,14.0,0.24,502,56.4,27.68,376.3
T2911,2025-02-24,D009,Trujillo,Chiclayo,-8.23783,-79.15261,-6.75527,-79.78297,178.9,8.0,0.56,0,44.1,4.32,80.5
T2912,2025-02-24,D014,Chiclayo,Cusco,-6.71019,-79.87838,-13.51242,-71.94701,1151.05,12.8,0.5,266,58.9,18.15,251.4
T2913,2025-02-25,D036,Trujillo,Cusco,-8.13774,-79.01987,-13.50909,-72.05642,966.76,18.1,0.55,0,52.3,23.73,333.5
T2914,2025-02-25,D039,Puno,Ica,-15.79606,-69.92978,-14.06581,-75.63045,641.95,6.5,0.43,479,59.9,13.51,176.0
T2915,2025-02-25,D007,Cusco,Trujillo,-13.52062,-72.00661,-8.19195,-79.04037,969.84,9.9,0.12,280,59.6,17.29,200.5
T2916,2025-02-25,D032,Chiclayo,Arequipa,-6.78808,-79.8485,-16.34348,-71.58355,1391.91,1.0,0.86,286,41.0,39.36,362.3
T2917,2025-02-25,D004,Cusco,Trujillo,-13.59999,-71.9092,-8.04586,-79.0127,991.35,23.4,0.49,323,42.3,24.54,300.0
T2918,2025-02-25,D026,Cusco,Puno,-13.56086,-71.94012,-15.78155,-70.00227,323.14,16.5,0.51,344,49.2,6.83,133.5
T2919,2025-02-25,D031,Cusco,Arequipa,-13.49694,-71.98779,-16.26738,-71.51558,312.21,14.5,0.7,140,55.2,6.28,116.3
T2920,2025-02-25,D016,Chiclayo,Cusco,-6.82346,-79.83918,-13.55549,-71.98173,1139.68,7.3,0.5,149,53.6,23.4,295.2
T2921,2025-02-25,D009,Ica,Trujillo,-14.09661,-75.66962,-8.16942,-78.92772,748.74,15.8,0.79,0,47.7,17.51,214.7
T2922,2025-02-25,D033,Trujillo,Tacna,-8.1866,-79.03262,-17.90642,-70.14706,1446.34,9.7,0.54,254,41.9,41.66,440.8
T2923,2025-02-25,D021,Ica,Trujillo,-14.07642,-75.80607,-8.11058,-78.93606,746.05,22.3,0.6,285,41.8,20.29,230.1
T2924,2025-02-25,D010,Lima,Puno,-12.05676,-77.02118,-15.79097,-69.96462,867.27,20.3,0.52,0,58.9,16.87,224.1
T2925,2025-02-25,D032,Arequipa,Tacna,-16.34443,-71.53353,-18.02729,-70.29158,228.95,10.1,0.5,256,46.7,6.16,97.9
T2926,2025-02-25,D019,Chiclayo,Ica,-6.7646,-79.8533,-14.0488,-75.70281,928.32,5.4,0.65,384,62.1,18.54,237.6
T2927,2025-02-25,D036,Lima,Puno,-12.09589,-77.05824,-15.85352,-69.96335,872.0,32.1,0.37,194,61.2,16.69,278.0
T2928,2025-02-25,D008,Ica,Tacna,-14.15409,-75.75905,-17.96411,-70.23234,726.68,3.5,0.76,0,48.2,18.18,236.0
T2929,2025-02-25,D006,Lima,Puno,-12.11809,-77.04713,-15.81781,-70.02034,862.49,1.0,0.52,319,50.4,18.76,240.6
T2930,2025-02-25,D028,Ica,Arequipa,-14.04574,-75.79306,-16.3709,-71.56302,522.32,7.2,0.07,998,58.3,8.12,140.5
T2931,2025-02-25,D030,Chiclayo,Puno,-6.74616,-79.79164,-15.82458,-69.8787,1478.06,12.8,0.8,280,52.2,34.24,450.8
T2932,2025-02-25,D017,Chiclayo,Cusco,-6.74997,-79.81225,-13.53453,-72.00407,1139.56,15.0,0.51,426,37.1,36.81,325.5
T2933,2025-02-25,D022,Puno,Cusco,-15.84239,-70.14251,-13.53607,-71.99573,324.8,7.7,0.18,904,50.2,7.68,86.1
T2934,2025-02-25,D006,Puno,Lima,-15.775,-70.05093,-12.08573,-77.03141,857.66,5.5,0.3,355,60.3,17.64,227.4
T2935,2025-02-25,D027,Trujillo,Lima,-8.15938,-78.96895,-12.02467,-77.00036,480.78,17.6,0.6,181,56.1,8.28,164.9
T2936,2025-02-25,D033,Trujillo,Puno,-8.021,-79.04791,-15.90972,-69.98971,1318.53,20.3,0.63,384,45.2,28.17,364.5
T2937,2025-02-25,D023,Trujillo,Puno,-8.21075,-78.98478,-15.89156,-70.06108,1292.06,15.8,0.08,368,59.2,26.01,382.4
T2938,2025-02-25,D027,Cusco,Ica,-13.52943,-71.89093,-14.11029,-75.70559,416.92,1.0,0.63,168,52.2,10.01,127.6
T2939,2025-02-25,D012,Cusco,Trujillo,-13.56092,-71.89294,-8.15069,-79.05996,986.89,13.9,0.43,33,55.9,20.63,236.4
T2940,2025-02-25,D003,Trujillo,Cusco,-8.11527,-79.06536,-13.4369,-71.99881,972.36,17.6,0.15,0,58.5,20.54,261.5
T2941,2025-02-25,D028,Cusco,Tacna,-13.5026,-72.09279,-17.95129,-70.2377,533.01,14.6,0.36,439,44.8,11.11,168.7
T2942,2025-02-25,D004,Trujillo,Ica,-8.1562,-79.0986,-14.02008,-75.71031,749.48,7.2,0.82,267,51.0,17.91,206.3
T2943,2025-02-25,D012,Arequipa,Lima,-16.4061,-71.49678,-12.05074,-76.96853,762.99,24.5,0.61,400,45.3,19.19,288.5
T2944,2025-02-25,D029,Arequipa,Trujillo,-16.43041,-71.49901,-8.09222,-79.09607,1240.82,5.0,0.53,377,64.8,22.07,322.1
T2945,2025-02-25,D037,Ica,Lima,-14.12206,-75.74017,-11.98888,-77.05391,276.61,8.1,0.91,231,60.9,4.13,103.6
T2946,2025-02-25,D013,Tacna,Puno,-18.02107,-70.2238,-15.83468,-69.98859,244.4,1.0,0.79,480,50.7,4.4,66.2
T2947,2025-02-25,D031,Trujillo,Puno,-8.11738,-78.9432,-15.90306,-70.03061,1298.99,20.2,0.34,403,42.7,36.67,345.3
T2948,2025-02-25,D024,Lima,Trujillo,-12.02491,-77.0377,-8.12243,-79.05372,486.82,20.8,0.92,545,39.4,11.78,193.1
T2949,2025-02-25,D014,Puno,Ica,-15.86724,-70.01948,-14.05321,-75.71266,643.96,16.0,0.52,129,61.6,10.46,171.3
T2950,2025-02-25,D001,Puno,Tacna,-15.88314,-70.04622,-17.9726,-70.20574,232.96,16.6,0.19,32,49.3,4.86,98.3
T2951,2025-02-25,D007,Puno,Ica,-15.80466,-70.07626,-14.08692,-75.69775,633.38,16.1,0.27,539,57.2,14.13,163.5
T2952,2025-02-25,D008,Arequipa,Tacna,-16.33506,-71.61694,-18.07065,-70.20824,244.2,7.7,0.42,423,60.2,3.95,71.2
T2953,2025-02-25,D010,Ica,Arequipa,-14.09533,-75.70194,-16.41191,-71.41827,526.77,20.7,0.5,402,57.4,8.66,169.3
T2954,2025-02-25,D038,Tacna,Trujillo,-18.03277,-70.28517,-8.15085,-78.95046,1444.14,10.5,0.19,203,64.4,20.59,321.7
T2955,2025-02-26,D032,Tacna,Lima,-17.98487,-70.29949,-12.01573,-77.06491,983.84,17.3,0.77,129,43.5,25.62,256.0
T2956,2025-02-26,D037,Puno,Arequipa,-15.86677,-70.08922,-16.41614,-71.65246,177.79,7.0,0.32,615,52.6,3.79,77.4
T2957,2025-02-26,D015,Tacna,Chiclayo,-18.04357,-70.21985,-6.70959,-79.76976,1630.95,21.3,0.7,0,30.0,49.81,478.6
T2958,2025-02-26,D002,Ica,Cusco,-14.09968,-75.64416,-13.5263,-71.92965,406.12,14.0,0.76,162,54.9,7.0,140.6
T2959,2025-02-26,D008,Lima,Cusco,-12.13655,-77.02068,-13.51967,-71.91684,574.31,9.5,0.62,257,43.9,13.1,198.8
T2960,2025-02-26,D033,Tacna,Ica,-17.96472,-70.2396,-14.05181,-75.79563,736.05,12.5,0.21,401,67.5,11.66,210.7
T2961,2025-02-26,D001,Tacna,Puno,-18.12326,-70.28897,-15.77384,-70.02991,262.69,16.7,0.05,342,65.3,3.89,98.8
T2962,2025-02-26,D003,Lima,Tacna,-12.06354,-77.08844,-18.06859,-70.27714,990.0,1.0,0.73,209,20.4,58.23,282.7
T2963,2025-02-26,D019,Ica,Tacna,-14.07535,-75.64115,-17.99417,-70.2117,725.52,21.2,0.69,572,53.0,16.53,238.0
T2964,2025-02-26,D025,Cusco,Tacna,-13.59672,-71.9578,-17.94194,-70.12509,521.43,3.9,0.42,121,62.0,9.28,152.5
T2965,2025-02-26,D012,Cusco,Trujillo,-13.54119,-71.91584,-8.13148,-79.07136,985.9,21.3,0.36,510,64.0,15.78,305.5
T2966,2025-02-26,D032,Cusco,Lima,-13.50606,-71.97161,-12.06994,-77.09416,577.95,5.8,0.38,306,44.1,16.52,191.0
T2967,2025-02-26,D011,Tacna,Lima,-18.02917,-70.2402,-12.00196,-77.07844,993.92,15.1,0.99,0,53.4,20.17,240.9
T2968,2025-02-26,D016,Arequipa,Tacna,-16.33083,-71.58353,-17.95815,-70.26747,228.68,20.9,1.0,0,32.3,7.42,112.8
T2969,2025-02-26,D022,Cusco,Lima,-13.51922,-71.93187,-12.06553,-76.9961,572.41,18.8,0.55,509,35.9,18.1,229.9
T2970,2025-02-26,D014,Lima,Trujillo,-12.02936,-77.10116,-8.18308,-79.04643,477.75,1.0,0.56,0,49.0,12.32,129.8
T2971,2025-02-26,D029,Cusco,Trujillo,-13.55674,-72.06238,-8.12299,-78.984,967.46,9.8,0.68,315,35.1,27.28,246.4
T2972,2025-02-26,D023,Lima,Tacna,-12.01274,-76.97483,-18.03487,-70.22974,986.16,13.9,1.0,436,22.9,55.27,363.4
T2973,2025-02-26,D002,Trujillo,Ica,-8.17727,-79.08228,-14.02966,-75.69863,748.1,10.0,0.73,0,69.0,12.37,272.1
T2974,2025-02-26,D008,Cusco,Chiclayo,-13.52096,-71.98144,-6.75393,-79.75933,1135.8,6.4,1.0,885,43.7,24.2,353.7
T2975,2025-02-26,D008,Lima,Ica,-12.06943,-77.06334,-14.00031,-75.69294,261.03,12.6,0.31,288,48.7,5.4,86.6
T2976,2025-02-26,D022,Puno,Lima,-15.81351,-70.02471,-11.92065,-77.02039,870.3,15.3,0.61,0,33.7,23.97,247.1
T2977,2025-02-26,D020,Cusco,Tacna,-13.55679,-71.99152,-18.00144,-70.29547,526.47,9.6,0.51,32,44.8,15.22,158.4
T2978,2025-02-26,D012,Chiclayo,Puno,-6.79567,-79.91055,-15.86193,-70.04336,1473.38,7.5,0.6,0,48.8,37.08,427.6
T2979,2025-02-26,D014,Tacna,Trujillo,-18.13639,-70.30287,-8.08903,-78.99871,1460.23,1.0,0.93,303,43.8,38.46,476.1
T2980,2025-02-26,D030,Arequipa,Puno,-16.37402,-71.60105,-15.74592,-70.07844,177.05,6.1,0.62,487,31.7,6.36,69.4
T2981,2025-02-26,D036,Lima,Tacna,-11.96275,-77.04011,-17.93884,-70.26737,985.06,31.7,0.35,403,49.1,25.42,327.1
T2982,2025-02-26,D037,Tacna,Ica,-18.01843,-70.20768,-14.04662,-75.81787,744.53,14.3,0.9,611,45.2,20.21,213.8
T2983,2025-02-26,D021,Tacna,Arequipa,-17.97504,-70.19826,-16.39844,-71.55874,227.2,17.0,0.71,508,45.1,5.53,119.0
T2984,2025-02-26,D003,Tacna,Arequipa,-18.03583,-70.25316,-16.39917,-71.6276,233.3,18.7,0.45,171,42.1,6.62,105.0
T2985,2025-02-26,D030,Trujillo,Puno,-8.15171,-78.98418,-15.88426,-70.03869,1297.73,22.2,0.38,281,50.5,27.85,402.0
T2986,2025-02-26,D007,Puno,Arequipa,-15.86995,-70.0043,-16.50891,-71.47395,172.27,14.2,0.57,222,67.3,2.56,77.8
T2987,2025-02-26,D017,Tacna,Arequipa,-18.02656,-70.21029,-16.47982,-71.53282,222.04,1.0,0.21,457,50.2,5.43,71.8
T2988,2025-02-26,D018,Trujillo,Cusco,-8.16789,-79.02661,-13.55064,-71.9549,976.78,23.7,0.48,702,37.1,33.59,338.3
T2989,2025-02-26,D036,Cusco,Arequipa,-13.42223,-71.95458,-16.34313,-71.47459,328.86,27.4,0.47,262,57.9,6.51,153.6
T2990,2025-02-26,D013,Trujillo,Cusco,-8.10137,-79.05844,-13.56837,-71.88594,991.26,8.7,0.35,237,63.6,18.06,284.8
T2991,2025-02-26,D001,Arequipa,Lima,-16.46627,-71.48654,-12.05584,-77.05034,774.47,1.0,0.09,443,54.3,16.0,236.7
T2992,2025-02-26,D020,Puno,Lima,-15.88276,-70.10585,-11.99145,-77.03366,863.67,10.2,0.42,0,52.4,19.04,232.4
T2993,2025-02-26,D039,Puno,Ica,-15.85139,-70.01762,-14.16207,-75.65448,633.84,12.5,0.14,231,66.5,10.5,196.8
T2994,2025-02-26,D037,Cusco,Tacna,-13.58769,-71.93302,-18.04544,-70.17789,530.03,3.4,0.78,375,38.5,16.45,147.6
T2995,2025-02-26,D039,Puno,Tacna,-15.90035,-69.99218,-18.0221,-70.19877,236.95,13.9,0.28,0,59.6,4.75,88.1
T2996,2025-02-26,D019,Cusco,Tacna,-13.54297,-72.00305,-17.96951,-70.23355,527.36,21.1,0.06,217,61.0,8.52,146.3
T2997,2025-02-26,D006,Arequipa,Ica,-16.44302,-71.57245,-14.07478,-75.7706,521.66,6.9,0.48,492,71.1,8.86,141.4
T2998,2025-02-26,D033,Chiclayo,Trujillo,-6.75899,-79.88079,-8.15336,-79.01498,182.08,17.8,0.47,297,50.8,3.52,96.0
T2999,2025-02-26,D036,Trujillo,Arequipa,-8.00678,-78.99438,-16.44299,-71.48267,1242.95,1.0,0.67,220,64.2,22.21,311.8
T3000,2025-02-26,D040,Puno,Ica,-15.82654,-70.01477,-13.9947,-75.68376,642.25,1.5,0.52,601,56.0,13.73,173.1
